"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_rpls_logement","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_application_dpe","etiquette_dpe","etiquette_ges","type_batiment","annee_construction","periode_construction","type_installation_chauffage","type_installation_ecs","hauteur_sous_plafond","nombre_appartement","nombre_niveau_immeuble","nombre_niveau_logement","typologie_logement","appartement_non_visite","surface_habitable_immeuble","surface_habitable_logement","surface_tertiaire_immeuble","classe_inertie_batiment","classe_altitude","zone_climatique","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","position_logement_dans_immeuble","nom_residence","complement_adresse_batiment","complement_adresse_logement","indicateur_confort_ete","protection_solaire_exterieure","logement_traversant","presence_brasseur_air","inertie_lourde","isolation_toiture","deperditions_enveloppe","deperditions_ponts_thermiques","deperditions_murs","deperditions_planchers_hauts","deperditions_planchers_bas","deperditions_portes","deperditions_baies_vitrees","deperditions_renouvellement_air","qualite_isolation_enveloppe","qualite_isolation_murs","qualite_isolation_plancher_haut_comble_amenage","qualite_isolation_plancher_haut_comble_perdu","qualite_isolation_plancher_haut_toit_terrasse","qualite_isolation_plancher bas","qualite_isolation_menuiseries","ubat_w_par_m2_k","besoin_chauffage","besoin_ecs","besoin_refroidissement","apport_interne_saison_chauffe","apport_interne_saison_froide","apport_solaire_saison_chauffe","apport_solaire_saison_froide","conso_5_usages_ep","conso_5_usages_par_m2_ep","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","conso_5 usages_ef","conso_5 usages_par_m2_ef","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","emission_ges_5_usages","emission_ges_5_usages par_m2","emission_ges_chauffage","emission_ges_ecs","emission_ges_refroidissement","emission_ges_eclairage","emission_ges_auxiliaires","type_energie_n1","conso_5 usages_ef_energie_n1","conso_chauffage_ef_energie_n1","conso_ecs_ef_energie_n1","cout_total_5_usages_energie_n1","cout_chauffage_energie_n1","cout_ecs_energie_n1","emission_ges_5_usages_energie_n1","emission_ges_chauffage_energie_n1","emission_ges_ecs_energie_n1","type_energie_n2","conso_5 usages_ef_energie_n2","conso_chauffage_ef_energie_n2","conso_ecs_ef_energie_n2","cout_total_5_usages_energie_n2","cout_chauffage_energie_n2","cout_ecs_energie_n2","emission_ges_5_usages_energie_n2","emission_ges_chauffage_energie_n2","emission_ges_ecs_energie_n2","type_energie_n3","conso_5_usages_ef_energie_n3","conso_chauffage_ef_energie_n3","conso_ecs_ef_energie_n3","cout_total_5_usages energie_n3","cout_chauffage_energie_n3","cout_ecs_energie_n3","emission_ges_5_usages_energie_n3","emission_ges_chauffage_energie_n3","emission_ges_ecs_energie_n3","cout_total_5_usages","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_energie_principale_chauffage","type_generateur_chauffage_principal","type_installation_chauffage_n1","type_emetteur_installation_chauffage_n1","configuration_installation_chauffage_n1","description_installation_chauffage_n1","conso_chauffage_installation_chauffage_n1","surface_chauffee_installation_chauffage_n1","facteur_couverture_solaire_installation_chauffage_n1","facteur_couverture_solaire_saisi_installation_chauffage_n1","type_generateur_n1_installation_n1","type_energie_generateur_n1_installation_n1","usage_generateur_n1_installation_n1","description_generateur_chauffage_n1_installation_n1","conso_chauffage_generateur_n1_installation_n1","type_generateur_n2_installation_n1","type_energie_generateur_n2_installation_n1","usage_generateur_n2_installation_n1","description_generateur_chauffage_n2_installation_n1","conso_chauffage_generateur_n2_installation_n1","type_installation_chauffage_n2","type_emetteur_installation_chauffage_n2","configuration_installation_chauffage_n2","description_installation_chauffage_n2","conso_chauffage_installation_chauffage_n2","surface_chauffee_installation_chauffage_n2","facteur_couverture_solaire_installation_chauffage_n2","facteur_couverture_solaire_saisi_installation_chauffage_n2","type_generateur_n1_installation_n2","type_energie_generateur_n1_installation_n2","usage_generateur_n1_installation_n2","description_generateur_chauffage_n1_installation_n2","conso_chauffage_generateur_n1_installation_n2","type_generateur_n2_installation_n2","type_energie_generateur_n2_installation_n2","usage_generateur_n2_installation_n2","description_generateur_chauffage_n2_installation_n2","conso_chauffage_generateur_n2_installation_n2","type_energie_principale_ecs","type_generateur_chauffage_principal_ecs","besoin_ecs_batiment","besoin_ecs_logement","type_installation_ecs_n1","configuration_installation_ecs_n1","description_installation_ecs_n1","conso_ef_installation_ecs_n1"," nombre_logements_desservis_par_installation_ecs_n1","surface_habitable_desservie_par_installation_ecs_n1","type_installation_solaire_n1","production_ecs_solaire_installation_n1","facteur_couverture_solaire_n1","facteur_couverture_solaire_saisi_n1","type_generateur_n1_ecs_n1","type_energie_generateur_n1_ecs_n1","usage_generateur_n1_ecs_n1","description_generateur_n1_ecs_n1","volume_stockage_generateur_n1_ecs_n1","cop_generateur_n1_ecs_n1","conso_ef_generateur_n1_ecs_n1","date_installation_generateur_n1_ecs_n1","type_generateur_n2_ecs_n1","type_energie_generateur_n2_ecs_n1","usage_generateur_n2_ecs_n1","description_generateur_n2_ecs_n1","volume_stockage_generateur_n2_ecs_n1","cop_generateur_n2_ecs_n1","conso_ef_generateur_n2_ecs_n1","date_installation_generateur_n2_ecs_n1","type_ventilation","surface_ventilee","ventilation_posterieure_2012","type_generateur_froid","type_energie_climatisation","periode_installation_generateur_froid","description_generateur_froid","surface_climatisee","conso_refroidissement_annuel","categorie_enr","systeme_production_electricite_origine_renouvelable","presence_production_pv","surface_totale_capteurs_pv","nombre_module","production_electricite_pv_kwhep_par_an","electricite_pv_autoconsommee"
"2345E1905355S","2024-02-06","2023-06-01","2023-06-07","2023-06-08","2033-06-06",,,,,,,"DPE 3CL 2021 méthode logement",2.2,"dpe maison individuelle","E","B","maison",,"avant 1948",,,2.5,,,1,,,,69,,"Légère","inférieur à 400m","H1b","69 Rue Masse 45000 Orléans","69","Rue Masse","Orléans","45000","45234","45","24","45234_4520_00069",617139.45,6758969.22,0.73,"adresse géocodée ban à l'adresse","69 Rue Masse","ORLEANS, France",45000,0,,,"23/CDI/0600",,"insuffisant",0,0,0,0,1,188.9,9.8,66.9,6.8,22.3,12.4,8.8,61.8,"moyenne","insuffisante","très bonne",,,"insuffisante","bonne",0.66,8621.7,1149,0,2001.1,0,940.6,0,22119.6,320,16759,4064.3,0,288.9,1007.4,9617.2,139,7286.5,1767.1,0,125.6,438,727.2,10,575.6,114.9,0,8.7,28,"Électricité",9617.2,7286.5,1767.1,1607.3,1217.8,295.3,727.2,575.6,114.9,,,,,,,,,,,,,,,,,,,,,1607.3,1217.8,295.3,0,21,73.2,"Électricité","Radiateur électrique à accumulation","installation individuelle","Radiateur électrique à accumulation","Installation de chauffage simple","Radiateur électrique à inertie (modélisé comme un radiateur à accumulation) avec programmateur pièce par pièce (système individuel)",7286.5,69,,,"Radiateur électrique à accumulation","Électricité","chauffage","Electrique - Radiateur électrique à accumulation",7286.5,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles), contenance ballon 150 L",1767.1,1,69,"Non affecté",,,,"Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles)",150,,1767.1,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2275E2909363N","2024-12-30","2022-12-01","2022-12-01","2022-12-02","2032-11-30",,,"J54868QPNFAM","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.2,"dpe appartement individuel","D","D","appartement",,"1948-1974","collectif","collectif",2.5,1,,1,,,17982,69,,"Lourde","inférieur à 400m","H1a","69 Rue Dunois 75013 Paris","69","Rue Dunois","Paris","75013","75113","75","11","75113_2992_00069",653479.53,6859398.91,0.77,"adresse géocodée ban à l'adresse","69 RUE DUNOIS","PARIS 13",75013,0,,,"1760-VIGIER","Etage 8; Porte 30","insuffisant",0,0,0,1,0,147.6,11.2,19,0,0,0,61.4,56,"insuffisante","insuffisante",,"très bonne",,"très bonne","insuffisante",3.02,4721.7,1276.2,0,2205.2,0,2878.1,0,12899.8,186,7135.9,5064.3,0,299.9,399.6,12504.4,181,7135.9,5064.3,0,130.4,173.8,2216.2,32,1284.5,911.6,0,9,11.1,"Réseau de Chauffage urbain",12200.2,7135.9,5064.3,960.2,561.6,398.6,2196,1284.5,911.6,"Électricité",304.2,0,0,65.8,0,0,20.1,0,0,,,,,,,,,,,1026,561.6,398.6,0,37.8,28,"Réseau de Chauffage urbain","Réseau de chaleur isolé","installation collective","Radiateur monotube sans robinet thermostatique sur réseau collectif eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Réseau de chaleur vertueux isolé (système collectif). Emetteur(s): radiateur monotube sans robinet thermostatique",7135.9,69,,,"Réseau de chaleur isolé","Réseau de Chauffage urbain","chauffage + ecs","Réseau de chaleur isolé",7135.9,,,,,,,,,,,,,,,,,,,,,,,,"Réseau de Chauffage urbain","Réseau de chaleur isolé",,,"installation collective","Un seul système d'ECS sans solaire","Combiné au système de chauffage",5064.3,1,69,"Non affecté",,,,"Réseau de chaleur isolé","Réseau de Chauffage urbain","chauffage + ecs","Réseau de chaleur isolé",0,,5064.3,,,,,,,,,,,,0,,,,,,,"réseau de chaleur ou de froid vertueux",,,,,0,
"2395E2099934L","2024-12-30","2023-06-13","2023-06-22","2023-06-23","2033-06-21",,,"E5JBY1GKXF9K","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.2,"dpe maison individuelle","G","G","maison",,"avant 1948",,,2.5,,,1,,,,69,,"Moyenne","inférieur à 400m","H1a","69 Rue Carnot 95360 Montmagny","69","Rue Carnot","Montmagny","95360","95427","95","11","95427_0170_00069",651828.45,6874768.93,0.66,"adresse géocodée ban à l'adresse","69, rue Carnot","MONTMAGNY",95360,0,,,"23-SUCCESSION BERTHELOT FRANCOISE-MONNERAY VIOLETTE-0835",,"insuffisant",1,0,0,0,0,546.8,14.5,350.7,36.7,15.6,8.6,13.5,107.3,"insuffisante","insuffisante",,"insuffisante",,"insuffisante","bonne",2,30093.2,1133.3,0,2115.8,0,941.2,0,40258,583,37415.3,1866.5,0,299.9,676.3,39706.3,575,37415.3,1866.5,0,130.4,294,8944.8,129,8493.3,423.7,0,9,18.8,"Gaz naturel",39281.8,37415.3,1866.5,2796.3,2663.4,132.9,8917,8493.3,423.7,"Électricité",424.4,0,0,123.1,0,0,27.8,0,0,,,,,,,,,,,2919.4,2663.4,132.9,0,37.8,85.3,"Gaz naturel","Chaudière gaz standard 2001-2015","installation individuelle","Radiateur bitube sans robinet thermostatique sur réseau individuel eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Chaudière individuelle gaz standard installée entre 2001 et 2015. Emetteur(s): radiateur bitube sans robinet thermostatique",37415.3,69,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée entre 2001 et 2015",37415.3,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard 2001-2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",1866.5,1,69,"Non affecté",,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée entre 2001 et 2015",0,,1866.5,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2368E0572553Z","2024-12-30","2023-02-14","2023-02-21","2023-02-22","2033-02-20",,,"8ZMAGKGK45FY","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.2,"dpe appartement individuel","D","D","appartement",,"2006-2012","individuel","individuel",2.8,1,,1,,,,69,,"Légère","inférieur à 400m","H1b","69 Rue Principale 68500 Wuenheim","69","Rue Principale","Wuenheim","68500","68381","68","44","68381_0200_00069",1014292.59,6760957.88,0.53,"adresse géocodée ban à l'adresse","69 Rue Principale","WUENHEIM",68500,0,,,"DPEPL_602193_DML_DORF_A69_201_025785","Appartement T3 - 1er Etage","insuffisant",1,1,0,0,0,207.2,16.6,26.5,80,0,0,32.6,51.5,"moyenne","moyenne",,"insuffisante",,"très bonne","bonne",0.68,9640.3,1293.8,0,2085.7,0,1141.7,0,14893.6,215,11511.4,1695,0,288.9,1398.2,13940,202,11511.4,1695,0,125.6,607.9,3045.4,44,2613.1,384.8,0,8.7,38.9,"Gaz naturel",13206.4,11511.4,1695,1092.8,952.5,140.3,2997.9,2613.1,384.8,"Électricité",733.6,0,0,212.8,0,0,47.6,0,0,,,,,,,,,,,1305.6,952.5,140.3,0,36.4,176.3,"Gaz naturel","Chaudière gaz à condensation après 2015","installation individuelle","Radiateur bitube avec robinet thermostatique sur réseau individuel eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Chaudière individuelle gaz à condensation installée à partir de 2016 avec programmateur avec réduit. Emetteur(s): radiateur bitube avec robinet thermostatique",11511.4,69,,,"Chaudière gaz à condensation après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz à condensation installée à partir de 2016",11511.4,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz à condensation après 2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",1695,1,69,"Non affecté",,,,"Chaudière gaz à condensation après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz à condensation installée à partir de 2016",0,,1695,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2368E3508471X","2024-12-30","2023-10-03","2023-10-17","2023-10-18","2033-10-16",,,"8ZMAGKGK45FY","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.3,"dpe appartement individuel","E","E","appartement",,"avant 1948","individuel","individuel",2.5,1,,1,,,,69,,"Légère","inférieur à 400m","H1b","69 Rue Principale 68500 Wuenheim","69","Rue Principale","Wuenheim","68500","68381","68","44","68381_0200_00069",1014287.27,6760949.37,0.54,"adresse géocodée ban à l'adresse","69 rue Principale","WUENHEIM",68500,0,,,"DPEPL_DML_DORF_A69_201_0225785","Appartement T3 - 1er étage","insuffisant",1,1,0,0,0,261.5,20.5,32.2,70,0,0,28,110.8,"insuffisante","moyenne",,"insuffisante",,"très bonne","moyenne",1.12,13039.2,1293.8,0,2085.7,0,810.6,0,21201.2,307,17224.8,2074.9,0,288.9,1612.6,20126.5,291,17224.8,2074.9,0,125.6,701.1,4434.6,64,3910,471,0,8.7,44.9,"Gaz naturel",19299.7,17224.8,2074.9,1490.9,1330.6,160.3,4381,3910,471,"Électricité",826.7,0,0,239.8,0,0,53.5,0,0,,,,,,,,,,,1730.7,1330.6,160.3,0,36.4,203.4,"Gaz naturel","Chaudière gaz standard après 2015","installation individuelle","Radiateur bitube avec robinet thermostatique sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","Chaudière individuelle gaz standard installée à partir de 2016 régulée, avec programmateur avec réduit. Emetteur(s): radiateur bitube avec robinet thermostatique",17224.8,69,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée à partir de 2016",17224.8,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard après 2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",2074.9,1,69,"Non affecté",,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée à partir de 2016",0,,2074.9,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2368E3509591Z","2024-12-30","2023-10-03","2023-10-17","2023-10-18","2033-10-16",,,"8ZMAGKGK45FY","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.3,"dpe appartement individuel","E","E","appartement",,"avant 1948","individuel","individuel",2.5,1,,1,,,,69,,"Légère","inférieur à 400m","H1b","69 Rue Principale 68500 Wuenheim","69","Rue Principale","Wuenheim","68500","68381","68","44","68381_0200_00069",1014287.27,6760949.37,0.54,"adresse géocodée ban à l'adresse","69 rue Principale","WUENHEIM",68500,0,,,"DPEPL_DML_DORF_A69_201_025785","Appartement T3 - 1er étage","insuffisant",1,1,0,0,0,261.5,20.5,32.2,70,0,0,28,110.8,"insuffisante","moyenne",,"insuffisante",,"très bonne","moyenne",1.12,13039.2,1293.8,0,2085.7,0,810.6,0,21201.2,307,17224.8,2074.9,0,288.9,1612.6,20126.5,291,17224.8,2074.9,0,125.6,701.1,4434.6,64,3910,471,0,8.7,44.9,"Gaz naturel",19299.7,17224.8,2074.9,1490.9,1330.6,160.3,4381,3910,471,"Électricité",826.7,0,0,239.8,0,0,53.5,0,0,,,,,,,,,,,1730.7,1330.6,160.3,0,36.4,203.4,"Gaz naturel","Chaudière gaz standard après 2015","installation individuelle","Radiateur bitube avec robinet thermostatique sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","Chaudière individuelle gaz standard installée à partir de 2016 régulée, avec programmateur avec réduit. Emetteur(s): radiateur bitube avec robinet thermostatique",17224.8,69,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée à partir de 2016",17224.8,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard après 2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",2074.9,1,69,"Non affecté",,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée à partir de 2016",0,,2074.9,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2575E2213377Y","2025-07-03","2025-07-02","2025-07-02","2025-07-03","2035-07-01",,,,,,,"DPE 3CL 2021 méthode logement",2.4,"dpe appartement individuel","D","D","appartement",1971,"1948-1974","collectif","collectif",2.5,1,,1,,,17969.3,69,,"Très lourde","inférieur à 400m","H1a","69 Rue Dunois 75013 Paris","69","Rue Dunois","Paris","75013","75113","75","11","75113_2992_00069",653479.5,6859399,0.5,"adresse géocodée ban à l'adresse","69 RUE DUNOIS","Paris",75013,10,,,,,"insuffisant",1,0,0,1,,150.4,27.5,39.1,0,0,0,83.8,52.6,"insuffisante","insuffisante",,,,,"insuffisante",4.83,7134.5,1276.5,0,1997100.6,0,3082176.1,0,12063.4,174.7,9668.8,1708.8,0,300.1,385.7,11675.7,169.1,9668.8,1708.8,0,130.5,167.7,2090.5,30.2,1759.7,311,0,9,10.7,"Réseau de Chauffage urbain",11377.6,9668.8,1708.8,1015,863,152,2070.7,1759.7,311,"Électricité",298.2,0,0,103.5,0,0,19.7,0,0,,,,,,,,,,,1119,863,152,0,45,58,"Réseau de Chauffage urbain","Réseau de chaleur non isolé","installation collective","Radiateur bitube sans robinet thermostatique sur réseau collectif eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","Installation de chauffage sans solaire (Réseau de chaleur)",9668.8,69,,,"Réseau de chaleur non isolé","Réseau de Chauffage urbain","chauffage + ecs","Réseau de chaleur",9668.8,,,,,,,,,,,,,,,,,,,,,,,,"Réseau de Chauffage urbain","Réseau de chaleur isolé",,,"installation collective","Un seul système d'ECS sans solaire","Système ECS (Réseau de chaleur)",1708.8,1,69,"Non affecté",,,,"Réseau de chaleur isolé","Réseau de Chauffage urbain","chauffage + ecs","Réseau de chaleur",0,,1708.8,"Avant 2010",,,,,,,,,,,0,,,,,,,,,,,,0,
"2577E2754035O","2025-09-01","2025-08-27","2025-08-31","2025-09-01","2035-08-30",,,,,,,"DPE 3CL 2021 méthode logement",2.5,"dpe maison individuelle","F","F","maison",,"avant 1948",,,2.5,,,3,,,,69,,"Lourde","inférieur à 400m","H1a","69 Avenue Clémenceau 77100 Meaux","69","Avenue Clémenceau","Meaux","77100","77284","77","11","77284_0220_00069",690993.17,6874101.5,0.74,"adresse géocodée ban à l'adresse","69 Avenue Clémenceau","MEAUX",77100,0,,,"0389/MME",,"bon",1,1,0,1,1,378.6,23.2,200.9,3.1,12.3,8.8,23.1,107.2,"insuffisante","insuffisante",,"très bonne",,"insuffisante","bonne",1.5,18281.8,1133.3,0,1915.3,0,1556.8,0,28367.9,411,25713.8,1885.2,0,299.9,468.9,27933.3,404,25713.8,1885.2,0,130.4,203.9,6287,91,5837,427.9,0,9,13,"Gaz naturel",27599,25713.8,1885.2,2800.6,2609.3,191.3,6265,5837,427.9,"Électricité",334.3,0,0,116.1,0,0,22,0,0,,,,,,,,,,,2916.7,2609.3,191.3,0,45.3,70.8,"Gaz naturel","Chaudière gaz standard 2001-2015","installation individuelle","Radiateur bitube sans robinet thermostatique sur réseau individuel eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Chaudière individuelle gaz standard installée entre 2001 et 2015. Emetteur(s): radiateur bitube sans robinet thermostatique",25713.8,69,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée entre 2001 et 2015",25713.8,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard 2001-2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",1885.2,1,69,"Non affecté",,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs","Gaz Naturel - Chaudière gaz standard installée entre 2001 et 2015",0,,1885.2,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2266E3194877M","2024-12-12","2022-12-14","2022-12-29","2022-12-30","2032-12-28",,,"BFKA8HSDD1GN","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.2,"dpe appartement individuel","C","A","appartement",,"1948-1974","individuel","individuel",2.5,1,,1,,,,53.9,,"Lourde","inférieur à 400m","H3","69 Boulevard Cassanyes 66140 Canet-en-Roussillon","69","Boulevard Cassanyes","Canet-en-Roussillon","66140","66037","66","76","66037_0115_00069",702887.57,6177690.95,0.65,"adresse géocodée ban à l'adresse","69 boulevard Cassanyes","Canet-en-roussillon",66140,0,,,"00085",,"moyen",1,0,0,1,0,191.4,15.7,32.1,0,68.1,7.7,23.1,44.7,"insuffisante","insuffisante",,"très bonne",,"insuffisante","bonne",1.75,4956.2,987.8,895.8,1347.3,164.5,1415,546.5,7172.5,133,4043.9,2443,144.8,235.3,305.5,3118.5,57,1758.2,1062.2,63,102.3,132.8,227.5,4,138.9,69,4,7.1,8.5,"Électricité",3118.5,1758.2,1062.2,595.3,335.6,202.7,227.5,138.9,69,,,,,,,,,,,,,,,,,,,,,595.3,335.6,202.7,12,19.5,25.4,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée à partir de 2015 avec programmateur sans réduit (système individuel)",1758.2,53.9,,,"PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air installée à partir de 2015",1758.2,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","chauffe-eau électrique instantané",,,"installation individuelle","Un seul système d'ECS sans solaire","Chauffe eau électrique instantané",1062.2,1,53.9,"Non affecté",,,,"chauffe-eau électrique instantané","Électricité","ecs","Electrique - Chauffe eau électrique instantané",0,,1062.2,,,,,,,,,,,,0,"PAC air/air installée à partir de 2015","Électricité","A partir de 2015","Refroidissement - Electrique - Pompe à chaleur air/air",30,63,"pompe à chaleur",,,,,0,
"2475E2313144C","2025-04-29","2024-06-23","2024-06-25","2024-06-26","2034-06-24",,,,,,,"DPE 3CL 2021 méthode logement",2.3,"dpe appartement individuel","F","C","appartement",,"avant 1948","individuel","individuel",2.8,1,,5,,,,23.7,,"Légère","inférieur à 400m","H1a","69 Avenue de Villiers 75017 Paris","69","Avenue de Villiers","Paris","75017","75117","75","11","75117_9841_00069",649039.08,6865066.5,0.79,"adresse géocodée ban à l'adresse","69 Ave de Villiers","PARIS 17, France",75017,0,,,"24/DIAG/0352","Fond de cour, Etage 3, Porte Gauche","insuffisant",0,1,0,0,0,77.1,10.8,33.7,0,0,0,9,23.6,"insuffisante","insuffisante",,"très bonne",,"très bonne","très bonne",2.27,3368.2,822.7,0,997.7,0,431.1,0,9676.9,408,7132.5,2441.4,0,103,0,4207.3,177,3101.1,1061.5,0,44.8,0,317.1,13,245,69,0,3.1,0,"Électricité",4207.3,3101.1,1061.5,760.5,560.5,191.9,317.1,245,69,,,,,,,,,,,,,,,,,,,,,760.5,560.5,191.9,0,8.1,0,"Électricité","Panneau rayonnant électrique NFC, NF** et NF***","installation individuelle","Panneau rayonnant NFC, NF** et NF***","Installation de chauffage simple","Panneau rayonnant électrique NFC, NF** et NF*** (système individuel)",3101.1,23.7,,,"Panneau rayonnant électrique NFC, NF** et NF***","Électricité","chauffage","Electrique - Panneau rayonnant électrique NFC, NF** et NF***",3101.1,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Catégorie C ou 3 étoiles",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (catégorie C ou 3 étoiles), contenance ballon 65 L",1061.5,1,23.7,"Non affecté",,,,"Ballon électrique à accumulation vertical Catégorie C ou 3 étoiles","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (catégorie C ou 3 étoiles)",65,,1061.5,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2362E1724124Y","2024-12-30","2023-05-24","2023-05-24","2023-05-25","2033-05-23",,,"SK1ZKPSQQJC3","Reprise RNB",,,"DPE 3CL 2021 méthode logement",2.3,"dpe appartement individuel","D","D","appartement",1991,"1989-2000","individuel","individuel",2.5,,,2,,,,86,,"Moyenne","inférieur à 400m","H1a","69 Rue Cheriton 62231 Coquelles","69","Rue Cheriton","Coquelles","62231","62239","62","32","62239_0021_00069",615280.63,7093450.41,0.76,"adresse non géocodée ban car aucune correspondance trouvée","69 R    CHERITON","Coquelles",62231,,,,"Sans objet","69","bon",0,1,0,0,1,201.6,33.4,30.5,23.7,20.1,7.2,37,49.7,"moyenne","moyenne",,"moyenne","insuffisante","bonne","moyenne",0.68,8306.7,1393.1,0,2624934.4,0,2015835.6,0,17360.1,201.8,12666.2,2534.8,0,373.8,1785.2,16139.7,187.7,12666.2,2534.8,0,162.5,776.2,3511.4,40.8,2875.2,575.4,0,11.2,49.7,"Gaz naturel",15201,12666.2,2534.8,1223,1019,204,3450.6,2875.2,575.4,"Électricité",938.7,0,0,272,0,0,60.9,0,0,,,,,,,,,,,1495,1019,204,0,47,225,"Gaz naturel","Chaudière gaz standard après 2015","installation individuelle","Radiateur bitube avec robinet thermostatique sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","Chauffage sans solaire",12666.2,86,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Chaudière standard",12666.2,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard après 2015",,,"installation individuelle","Un seul système d'ECS sans solaire","Chaudière standard",2534.8,1,86,"Non affecté",,,,"Chaudière gaz standard après 2015","Gaz naturel","chauffage + ecs","Chaudière standard",0,,2534.8,,,,,,,,,,,,0,,,,,,,,,,,,0,
